"imageid	label"	label
"8723	Topwear"	Topwear
"42908	Others"	Others
"13938	Topwear"	Topwear
"49868	Watches"	Watches
"48716	Jewellery"	Jewellery
"41838	Shoes"	Shoes
"13258	Bottomwear"	Bottomwear
"25542	Topwear"	Topwear
"11807	Topwear"	Topwear
"46021	Topwear"	Topwear
"13951	Topwear"	Topwear
"56173	Makeup"	Makeup
"33601	Topwear"	Topwear
"56199	Jewellery"	Jewellery
"8151	Topwear"	Topwear
"17971	Sandal"	Sandal
"43525	Bottomwear"	Bottomwear
"21393	Topwear"	Topwear
"38558	Topwear"	Topwear
"54545	Bags"	Bags
"22500	Shoes"	Shoes
"36936	Fragrance"	Fragrance
"7536	Topwear"	Topwear
"54134	Shoes"	Shoes
"16995	Sandal"	Sandal
"42922	Wallets"	Wallets
"43703	Jewellery"	Jewellery
"34273	Topwear"	Topwear
"7875	Bottomwear"	Bottomwear
"57610	Others"	Others
"43208	Watches"	Watches
"8584	Topwear"	Topwear
"23253	Shoes"	Shoes
"1885	Bottomwear"	Bottomwear
"2964	Shoes"	Shoes
"6242	Topwear"	Topwear
"32163	Others"	Others
"15312	Sandal"	Sandal
"56364	Fragrance"	Fragrance
"25100	Others"	Others
"8231	Bags"	Bags
"3253	Shoes"	Shoes
"31423	Topwear"	Topwear
"4420	Topwear"	Topwear
"44940	Shoes"	Shoes
"20153	Topwear"	Topwear
"18552	Shoes"	Shoes
"39539	Innerwear"	Innerwear
"39118	Bottomwear"	Bottomwear
"18951	Others"	Others
"24925	Topwear"	Topwear
"36138	Shoes"	Shoes
"9072	Topwear"	Topwear
"11413	Topwear"	Topwear
"40590	Topwear"	Topwear
"20059	Bottomwear"	Bottomwear
"18260	Topwear"	Topwear
"36619	Shoes"	Shoes
"18292	Topwear"	Topwear
"24326	Bags"	Bags
"31602	Topwear"	Topwear
"25188	Bags"	Bags
"36035	Bags"	Bags
"8275	Topwear"	Topwear
"42963	Others"	Others
"16988	Others"	Others
"27672	Bags"	Bags
"39503	Bags"	Bags
"5546	Topwear"	Topwear
"2728	Topwear"	Topwear
"20579	Bags"	Bags
"3245	Shoes"	Shoes
"53296	Bottomwear"	Bottomwear
"2362	Others"	Others
"39621	Shoes"	Shoes
"44742	Shoes"	Shoes
"55213	Others"	Others
"19647	Topwear"	Topwear
"6461	Others"	Others
"17165	Topwear"	Topwear
"42077	Wallets"	Wallets
"30934	Topwear"	Topwear
"44069	Fragrance"	Fragrance
"13441	Topwear"	Topwear
"13130	Shoes"	Shoes
"34076	Shoes"	Shoes
"4969	Topwear"	Topwear
"22380	Topwear"	Topwear
"13959	Topwear"	Topwear
"54084	Topwear"	Topwear
"35258	Topwear"	Topwear
"58018	Jewellery"	Jewellery
"58258	Bags"	Bags
"6848	Shoes"	Shoes
"9677	Topwear"	Topwear
"52841	Jewellery"	Jewellery
"38010	Watches"	Watches
"35322	Jewellery"	Jewellery
"57173	Topwear"	Topwear
"34891	Bags"	Bags
"40826	Others"	Others
"36379	Others"	Others
"13323	Topwear"	Topwear
"5759	Topwear"	Topwear
"12408	Others"	Others
"30746	Topwear"	Topwear
"45360	Shoes"	Shoes
"27018	Bottomwear"	Bottomwear
"29756	Watches"	Watches
"11266	Bottomwear"	Bottomwear
"25294	Bags"	Bags
"37479	Watches"	Watches
"24126	Topwear"	Topwear
"41843	Shoes"	Shoes
"4966	Topwear"	Topwear
"12200	Topwear"	Topwear
"33183	Topwear"	Topwear
"47068	Bottomwear"	Bottomwear
"50201	Eyewear"	Eyewear
"26689	Sandal"	Sandal
"55130	Others"	Others
"15644	Bottomwear"	Bottomwear
"21198	Bags"	Bags
"5930	Shoes"	Shoes
"46577	Watches"	Watches
"43881	Shoes"	Shoes
"33376	Wallets"	Wallets
"57497	Shoes"	Shoes
"26155	Bottomwear"	Bottomwear
"44549	Sandal"	Sandal
"15145	Topwear"	Topwear
"24174	Topwear"	Topwear
"36075	Bags"	Bags
"45664	Innerwear"	Innerwear
"38461	Wallets"	Wallets
"55496	Others"	Others
"38735	Others"	Others
"36499	Topwear"	Topwear
"25827	Topwear"	Topwear
"34761	Bags"	Bags
"14365	Shoes"	Shoes
"32329	Watches"	Watches
"46723	Fragrance"	Fragrance
"15227	Shoes"	Shoes
"20263	Topwear"	Topwear
"44180	Fragrance"	Fragrance
"17821	Shoes"	Shoes
"35696	Shoes"	Shoes
"2397	Shoes"	Shoes
"51428	Topwear"	Topwear
"19168	Topwear"	Topwear
"38421	Others"	Others
"3242	Shoes"	Shoes
"9107	Shoes"	Shoes
"22738	Bags"	Bags
"8860	Topwear"	Topwear
"57767	Others"	Others
"39381	Bottomwear"	Bottomwear
"34324	Topwear"	Topwear
"10369	Topwear"	Topwear
"50357	Topwear"	Topwear
"47309	Bags"	Bags
"52812	Wallets"	Wallets
"38941	Bottomwear"	Bottomwear
"22264	Shoes"	Shoes
"59937	Shoes"	Shoes
"3799	Topwear"	Topwear
"25590	Others"	Others
"19765	Watches"	Watches
"34173	Topwear"	Topwear
"55526	Makeup"	Makeup
"56983	Shoes"	Shoes
"22698	Shoes"	Shoes
"9882	Topwear"	Topwear
"25899	Bottomwear"	Bottomwear
"40645	Topwear"	Topwear
"47155	Wallets"	Wallets
"4118	Shoes"	Shoes
"17255	Topwear"	Topwear
"29702	Topwear"	Topwear
"59273	Watches"	Watches
"7035	Topwear"	Topwear
"11421	Topwear"	Topwear
"54375	Jewellery"	Jewellery
"40615	Topwear"	Topwear
"28861	Topwear"	Topwear
"32113	Innerwear"	Innerwear
"35477	Shoes"	Shoes
"56484	Others"	Others
"8397	Bottomwear"	Bottomwear
"27441	Topwear"	Topwear
"27596	Topwear"	Topwear
"19601	Topwear"	Topwear
"16457	Topwear"	Topwear
"52165	Jewellery"	Jewellery
"28573	Topwear"	Topwear
"45337	Shoes"	Shoes
"24458	Others"	Others
"31714	Jewellery"	Jewellery
"29057	Bottomwear"	Bottomwear
"40084	Bottomwear"	Bottomwear
"16863	Eyewear"	Eyewear
"50731	Sandal"	Sandal
"21219	Topwear"	Topwear
"15558	Topwear"	Topwear
"17038	Shoes"	Shoes
"5568	Shoes"	Shoes
"50981	Others"	Others
"47611	Shoes"	Shoes
"26338	Watches"	Watches
"8114	Others"	Others
"7399	Shoes"	Shoes
"6654	Others"	Others
"25627	Watches"	Watches
"4211	Topwear"	Topwear
"22734	Shoes"	Shoes
"45999	Others"	Others
"4004	Others"	Others
"50611	Innerwear"	Innerwear
"4615	Bags"	Bags
"5803	Topwear"	Topwear
"31098	Topwear"	Topwear
"30049	Watches"	Watches
"27384	Others"	Others
"4005	Others"	Others
"14672	Topwear"	Topwear
"59557	Jewellery"	Jewellery
"39233	Others"	Others
"49769	Topwear"	Topwear
"5547	Topwear"	Topwear
"23905	Shoes"	Shoes
"16276	Topwear"	Topwear
"54960	Topwear"	Topwear
"59167	Shoes"	Shoes
"24969	Topwear"	Topwear
"44730	Others"	Others
"7200	Topwear"	Topwear
"33041	Topwear"	Topwear
"52077	Topwear"	Topwear
"10214	Bags"	Bags
"38842	Others"	Others
"59095	Innerwear"	Innerwear
"24428	Shoes"	Shoes
"17625	Bottomwear"	Bottomwear
"19936	Others"	Others
"2199	Shoes"	Shoes
"3606	Shoes"	Shoes
"8348	Topwear"	Topwear
"2901	Shoes"	Shoes
"2176	Topwear"	Topwear
"41588	Topwear"	Topwear
"15542	Shoes"	Shoes
"31094	Topwear"	Topwear
"15790	Innerwear"	Innerwear
"34268	Topwear"	Topwear
"15528	Topwear"	Topwear
"54686	Others"	Others
"5818	Topwear"	Topwear
"4207	Topwear"	Topwear
"52374	Others"	Others
"12429	Shoes"	Shoes
"13367	Shoes"	Shoes
"39035	Others"	Others
"50524	Innerwear"	Innerwear
"28250	Fragrance"	Fragrance
"31653	Topwear"	Topwear
"13341	Bottomwear"	Bottomwear
"13756	Topwear"	Topwear
"30515	Innerwear"	Innerwear
"28969	Others"	Others
"27545	Topwear"	Topwear
"3834	Sandal"	Sandal
"53423	Topwear"	Topwear
"11820	Shoes"	Shoes
"17179	Topwear"	Topwear
"23982	Topwear"	Topwear
"18702	Innerwear"	Innerwear
"16061	Bottomwear"	Bottomwear
"40686	Shoes"	Shoes
"19574	Bottomwear"	Bottomwear
"16943	Others"	Others
"50584	Innerwear"	Innerwear
"53622	Watches"	Watches
"25239	Bags"	Bags
"51081	Others"	Others
"28647	Topwear"	Topwear
"36728	Topwear"	Topwear
"49936	Innerwear"	Innerwear
"48152	Wallets"	Wallets
"44046	Fragrance"	Fragrance
"57382	Innerwear"	Innerwear
"7272	Topwear"	Topwear
"27011	Bottomwear"	Bottomwear
"17936	Topwear"	Topwear
"11397	Topwear"	Topwear
"44773	Shoes"	Shoes
"18868	Bottomwear"	Bottomwear
"14034	Topwear"	Topwear
"14828	Others"	Others
"46259	Topwear"	Topwear
"33373	Bags"	Bags
"22624	Topwear"	Topwear
"1793	Bags"	Bags
"50177	Shoes"	Shoes
"49824	Others"	Others
"57545	Others"	Others
"29287	Topwear"	Topwear
"30898	Bottomwear"	Bottomwear
"10225	Bags"	Bags
"40647	Topwear"	Topwear
"34607	Innerwear"	Innerwear
"42173	Topwear"	Topwear
"40744	Others"	Others
"42086	Shoes"	Shoes
"43783	Jewellery"	Jewellery
"44888	Topwear"	Topwear
"21309	Eyewear"	Eyewear
"59085	Innerwear"	Innerwear
"34546	Others"	Others
"27770	Wallets"	Wallets
"59641	Others"	Others
"39683	Shoes"	Shoes
"13814	Topwear"	Topwear
"44289	Bottomwear"	Bottomwear
"8527	Sandal"	Sandal
"44218	Others"	Others
"22541	Shoes"	Shoes
"35588	Sandal"	Sandal
"3545	Shoes"	Shoes
"33073	Topwear"	Topwear
"22403	Topwear"	Topwear
"19357	Innerwear"	Innerwear
"7187	Bottomwear"	Bottomwear
"48089	Topwear"	Topwear
"23575	Fragrance"	Fragrance
"41688	Shoes"	Shoes
"57258	Bags"	Bags
"8721	Topwear"	Topwear
"50596	Innerwear"	Innerwear
"21804	Others"	Others
"8478	Topwear"	Topwear
"34243	Topwear"	Topwear
"28794	Bottomwear"	Bottomwear
"26083	Topwear"	Topwear
"14875	Others"	Others
"35827	Shoes"	Shoes
"14841	Wallets"	Wallets
"7086	Bags"	Bags
"28448	Bags"	Bags
"6943	Topwear"	Topwear
"53660	Bags"	Bags
"12668	Topwear"	Topwear
"49068	Bags"	Bags
"10694	Topwear"	Topwear
"11079	Topwear"	Topwear
"4921	Topwear"	Topwear
"49487	Shoes"	Shoes
"29147	Topwear"	Topwear
"54703	Others"	Others
"25521	Innerwear"	Innerwear
"36046	Bags"	Bags
"54966	Shoes"	Shoes
"51924	Bags"	Bags
"5635	Others"	Others
"14748	Topwear"	Topwear
"9600	Topwear"	Topwear
"47508	Innerwear"	Innerwear
"40997	Bottomwear"	Bottomwear
"14665	Topwear"	Topwear
"14834	Others"	Others
"53357	Others"	Others
"16252	Bottomwear"	Bottomwear
"4758	Topwear"	Topwear
"3080	Topwear"	Topwear
"43946	Shoes"	Shoes
"2545	Others"	Others
"51887	Wallets"	Wallets
"21276	Eyewear"	Eyewear
"15408	Shoes"	Shoes
"50860	Others"	Others
"5131	Topwear"	Topwear
"29226	Others"	Others
"39453	Topwear"	Topwear
"23231	Topwear"	Topwear
"14304	Topwear"	Topwear
"19667	Topwear"	Topwear
"48505	Topwear"	Topwear
"42671	Topwear"	Topwear
"5451	Bottomwear"	Bottomwear
"50543	Innerwear"	Innerwear
"20412	Wallets"	Wallets
"46689	Fragrance"	Fragrance
"9778	Topwear"	Topwear
"4844	Topwear"	Topwear
"6031	Topwear"	Topwear
"6302	Shoes"	Shoes
"16199	Topwear"	Topwear
"54859	Jewellery"	Jewellery
"7265	Topwear"	Topwear
"2128	Topwear"	Topwear
"31196	Wallets"	Wallets
"20506	Bags"	Bags
"59885	Topwear"	Topwear
"43013	Innerwear"	Innerwear
"18593	Shoes"	Shoes
"23692	Wallets"	Wallets
"14953	Topwear"	Topwear
"34977	Others"	Others
"38347	Topwear"	Topwear
"17277	Topwear"	Topwear
"25744	Wallets"	Wallets
"15628	Topwear"	Topwear
"47921	Bags"	Bags
"58150	Others"	Others
"9257	Topwear"	Topwear
"49990	Others"	Others
"33213	Topwear"	Topwear
"41907	Fragrance"	Fragrance
"22631	Topwear"	Topwear
"12967	Sandal"	Sandal
"52814	Wallets"	Wallets
"23223	Topwear"	Topwear
"2321	Topwear"	Topwear
"51921	Bags"	Bags
"5558	Topwear"	Topwear
"53677	Bags"	Bags
"3257	Shoes"	Shoes
"19281	Watches"	Watches
"30301	Topwear"	Topwear
"33438	Bags"	Bags
"17210	Eyewear"	Eyewear
"2218	Sandal"	Sandal
"50002	Innerwear"	Innerwear
"42700	Shoes"	Shoes
"57783	Others"	Others
"50988	Innerwear"	Innerwear
"46407	Topwear"	Topwear
"24846	Topwear"	Topwear
"57174	Topwear"	Topwear
"27216	Bottomwear"	Bottomwear
"21163	Topwear"	Topwear
"8131	Watches"	Watches
"47661	Others"	Others
"14342	Shoes"	Shoes
"27153	Topwear"	Topwear
"32272	Topwear"	Topwear
"20477	Wallets"	Wallets
"52693	Watches"	Watches
"36003	Topwear"	Topwear
"25313	Watches"	Watches
"56876	Shoes"	Shoes
"59648	Others"	Others
"26717	Topwear"	Topwear
"18939	Topwear"	Topwear
"24917	Topwear"	Topwear
"8135	Watches"	Watches
"13398	Topwear"	Topwear
"34419	Topwear"	Topwear
"15770	Innerwear"	Innerwear
"28409	Eyewear"	Eyewear
"8697	Eyewear"	Eyewear
"26113	Topwear"	Topwear
"7210	Topwear"	Topwear
"53759	Topwear"	Topwear
"49608	Shoes"	Shoes
"3297	Shoes"	Shoes
"13088	Topwear"	Topwear
"30619	Topwear"	Topwear
"55933	Others"	Others
"40129	Topwear"	Topwear
"19027	Shoes"	Shoes
"47475	Shoes"	Shoes
"42024	Shoes"	Shoes
"50034	Others"	Others
"15358	Shoes"	Shoes
"30289	Eyewear"	Eyewear
"18909	Others"	Others
"50231	Eyewear"	Eyewear
"35090	Others"	Others
"19607	Topwear"	Topwear
"33232	Topwear"	Topwear
"28909	Topwear"	Topwear
"22243	Shoes"	Shoes
"50438	Innerwear"	Innerwear
"25404	Shoes"	Shoes
"42732	Shoes"	Shoes
"14300	Topwear"	Topwear
"33489	Topwear"	Topwear
"14530	Topwear"	Topwear
"14737	Topwear"	Topwear
"55968	Others"	Others
"5796	Topwear"	Topwear
"24607	Bottomwear"	Bottomwear
"56366	Fragrance"	Fragrance
"18583	Others"	Others
"57080	Topwear"	Topwear
"32005	Others"	Others
"6930	Topwear"	Topwear
"26534	Shoes"	Shoes
"16949	Eyewear"	Eyewear
"34867	Bags"	Bags
"5186	Topwear"	Topwear
"3873	Topwear"	Topwear
"51649	Watches"	Watches
"11136	Watches"	Watches
"18332	Bags"	Bags
"31712	Jewellery"	Jewellery
"10769	Others"	Others
"35403	Others"	Others
"35303	Jewellery"	Jewellery
"59597	Others"	Others
"23077	Topwear"	Topwear
"45895	Watches"	Watches
"2184	Topwear"	Topwear
"1611	Topwear"	Topwear
"37734	Topwear"	Topwear
"12068	Topwear"	Topwear
"35786	Shoes"	Shoes
"17069	Others"	Others
"16375	Bottomwear"	Bottomwear
"42828	Others"	Others
"9178	Bottomwear"	Bottomwear
"17974	Sandal"	Sandal
"46761	Fragrance"	Fragrance
"37890	Others"	Others
"48082	Topwear"	Topwear
"28128	Innerwear"	Innerwear
"26645	Shoes"	Shoes
"43680	Others"	Others
"3784	Topwear"	Topwear
"53725	Others"	Others
"34007	Topwear"	Topwear
"36073	Bags"	Bags
"7297	Topwear"	Topwear
"42565	Topwear"	Topwear
"54158	Jewellery"	Jewellery
"30736	Bottomwear"	Bottomwear
"29559	Shoes"	Shoes
"22132	Shoes"	Shoes
"10859	Topwear"	Topwear
"31996	Others"	Others
"18034	Bags"	Bags
"37099	Topwear"	Topwear
"21577	Shoes"	Shoes
"43970	Fragrance"	Fragrance
"27750	Wallets"	Wallets
"28928	Topwear"	Topwear
"57803	Makeup"	Makeup
"40614	Topwear"	Topwear
"31115	Bottomwear"	Bottomwear
"23156	Topwear"	Topwear
"42128	Shoes"	Shoes
"12114	Topwear"	Topwear
"55537	Makeup"	Makeup
"7512	Topwear"	Topwear
"28101	Innerwear"	Innerwear
"6116	Topwear"	Topwear
"37563	Topwear"	Topwear
"20002	Topwear"	Topwear
"58829	Watches"	Watches
"28138	Bottomwear"	Bottomwear
"27227	Others"	Others
"5459	Shoes"	Shoes
"36450	Shoes"	Shoes
"34541	Shoes"	Shoes
"56724	Others"	Others
"31091	Topwear"	Topwear
"31158	Topwear"	Topwear
"39297	Sandal"	Sandal
"25984	Fragrance"	Fragrance
"55261	Makeup"	Makeup
"36426	Shoes"	Shoes
"18672	Shoes"	Shoes
"14325	Topwear"	Topwear
"56673	Watches"	Watches
"23180	Topwear"	Topwear
"8950	Bottomwear"	Bottomwear
"25288	Bags"	Bags
"46909	Bottomwear"	Bottomwear
"28751	Topwear"	Topwear
"20182	Topwear"	Topwear
"20785	Topwear"	Topwear
"57527	Shoes"	Shoes
"59695	Innerwear"	Innerwear
"5835	Topwear"	Topwear
"8728	Topwear"	Topwear
"30073	Watches"	Watches
"12445	Wallets"	Wallets
"9419	Topwear"	Topwear
"27649	Topwear"	Topwear
"9953	Topwear"	Topwear
"16010	Topwear"	Topwear
"31971	Shoes"	Shoes
"1861	Topwear"	Topwear
"17808	Topwear"	Topwear
"49885	Watches"	Watches
"13953	Topwear"	Topwear
"29927	Watches"	Watches
"35800	Shoes"	Shoes
"8925	Others"	Others
"25730	Others"	Others
"53619	Others"	Others
"29915	Watches"	Watches
"13611	Innerwear"	Innerwear
"5945	Topwear"	Topwear
"27860	Topwear"	Topwear
"22827	Shoes"	Shoes
"51461	Topwear"	Topwear
"5486	Topwear"	Topwear
"34348	Topwear"	Topwear
"46020	Topwear"	Topwear
"51531	Watches"	Watches
"16899	Topwear"	Topwear
"43942	Shoes"	Shoes
"14690	Bottomwear"	Bottomwear
"22361	Sandal"	Sandal
"48090	Topwear"	Topwear
"17424	Watches"	Watches
"33358	Shoes"	Shoes
"17251	Topwear"	Topwear
"45357	Shoes"	Shoes
"47125	Shoes"	Shoes
"35590	Sandal"	Sandal
"16625	Topwear"	Topwear
"6351	Sandal"	Sandal
"22587	Topwear"	Topwear
"3989	Topwear"	Topwear
"27169	Topwear"	Topwear
"10502	Topwear"	Topwear
"17904	Topwear"	Topwear
"29263	Shoes"	Shoes
"12968	Shoes"	Shoes
"14430	Shoes"	Shoes
"26959	Topwear"	Topwear
"7572	Topwear"	Topwear
"55197	Others"	Others
"55935	Others"	Others
"4475	Shoes"	Shoes
"27191	Topwear"	Topwear
"40223	Others"	Others
"55558	Makeup"	Makeup
"5146	Topwear"	Topwear
"18828	Wallets"	Wallets
"50827	Wallets"	Wallets
"36063	Bags"	Bags
"12450	Others"	Others
"3271	Topwear"	Topwear
"2485	Topwear"	Topwear
"46491	Watches"	Watches
"5773	Bottomwear"	Bottomwear
"42629	Jewellery"	Jewellery
"33255	Topwear"	Topwear
"35489	Shoes"	Shoes
"26906	Topwear"	Topwear
"11497	Shoes"	Shoes
"34402	Topwear"	Topwear
"45669	Fragrance"	Fragrance
"29608	Topwear"	Topwear
"13457	Topwear"	Topwear
"39606	Shoes"	Shoes
"26452	Shoes"	Shoes
"4654	Sandal"	Sandal
"36485	Shoes"	Shoes
"17665	Shoes"	Shoes
"55280	Makeup"	Makeup
"47338	Bags"	Bags
"19386	Others"	Others
"42930	Wallets"	Wallets
"15127	Bottomwear"	Bottomwear
"44157	Fragrance"	Fragrance
"13487	Topwear"	Topwear
"25269	Bags"	Bags
"3399	Bags"	Bags
"36218	Bottomwear"	Bottomwear
"25934	Others"	Others
"33743	Topwear"	Topwear
"13994	Topwear"	Topwear
"57583	Others"	Others
"57057	Others"	Others
"46472	Watches"	Watches
"7355	Topwear"	Topwear
"26458	Shoes"	Shoes
"5129	Topwear"	Topwear
"17881	Innerwear"	Innerwear
"16612	Bottomwear"	Bottomwear
"29145	Topwear"	Topwear
"19964	Topwear"	Topwear
"56631	Others"	Others
"11608	Topwear"	Topwear
"26475	Topwear"	Topwear
"2498	Shoes"	Shoes
"13669	Bottomwear"	Bottomwear
"30882	Topwear"	Topwear
"36783	Watches"	Watches
"54949	Topwear"	Topwear
"35035	Bottomwear"	Bottomwear
"53564	Watches"	Watches
"47328	Bags"	Bags
"30709	Bags"	Bags
"15927	Bags"	Bags
"10491	Topwear"	Topwear
"33027	Topwear"	Topwear
"48394	Bottomwear"	Bottomwear
"56176	Makeup"	Makeup
"45089	Innerwear"	Innerwear
"9150	Bottomwear"	Bottomwear
"24740	Bags"	Bags
"55630	Shoes"	Shoes
"54617	Innerwear"	Innerwear
"17802	Topwear"	Topwear
"7676	Others"	Others
"7008	Topwear"	Topwear
"8938	Eyewear"	Eyewear
"5291	Shoes"	Shoes
"55902	Others"	Others
"41836	Shoes"	Shoes
"17283	Topwear"	Topwear
"34034	Topwear"	Topwear
"43483	Topwear"	Topwear
"4881	Topwear"	Topwear
"27718	Bags"	Bags
"20045	Wallets"	Wallets
"4426	Topwear"	Topwear
"40286	Sandal"	Sandal
"16165	Shoes"	Shoes
"34913	Topwear"	Topwear
"24519	Topwear"	Topwear
"31338	Bottomwear"	Bottomwear
"20602	Bags"	Bags
"8020	Bottomwear"	Bottomwear
"58467	Others"	Others
"21171	Topwear"	Topwear
"45132	Watches"	Watches
"2557	Topwear"	Topwear
"14770	Topwear"	Topwear
"29642	Topwear"	Topwear
"13203	Shoes"	Shoes
"55331	Others"	Others
"34580	Topwear"	Topwear
"18990	Topwear"	Topwear
"6196	Topwear"	Topwear
"6596	Topwear"	Topwear
"42713	Shoes"	Shoes
"3990	Topwear"	Topwear
"31017	Topwear"	Topwear
"54507	Bags"	Bags
"30467	Innerwear"	Innerwear
"3229	Shoes"	Shoes
"33209	Others"	Others
"12116	Topwear"	Topwear
"57238	Bags"	Bags
"36360	Others"	Others
"11102	Topwear"	Topwear
"31595	Topwear"	Topwear
"33737	Bags"	Bags
"39467	Topwear"	Topwear
"18673	Shoes"	Shoes
"14168	Others"	Others
"59507	Jewellery"	Jewellery
"11713	Topwear"	Topwear
"21316	Eyewear"	Eyewear
"51413	Topwear"	Topwear
"48362	Topwear"	Topwear
"23292	Watches"	Watches
"7519	Topwear"	Topwear
"12094	Topwear"	Topwear
"4453	Others"	Others
"30352	Topwear"	Topwear
"34615	Innerwear"	Innerwear
"55796	Others"	Others
"15322	Topwear"	Topwear
"11672	Topwear"	Topwear
"21199	Others"	Others
"57528	Shoes"	Shoes
"48812	Jewellery"	Jewellery
"18501	Topwear"	Topwear
"43070	Others"	Others
"5409	Shoes"	Shoes
"12784	Topwear"	Topwear
"19419	Bottomwear"	Bottomwear
"46870	Others"	Others
"8086	Sandal"	Sandal
"27965	Innerwear"	Innerwear
"30754	Topwear"	Topwear
"27710	Bags"	Bags
"24786	Others"	Others
"11775	Topwear"	Topwear
"15671	Bottomwear"	Bottomwear
"15476	Topwear"	Topwear
"50485	Innerwear"	Innerwear
"51883	Wallets"	Wallets
"49787	Others"	Others
"30625	Topwear"	Topwear
"59243	Watches"	Watches
"30415	Bottomwear"	Bottomwear
"29846	Bottomwear"	Bottomwear
"47323	Wallets"	Wallets
"28836	Topwear"	Topwear
"57435	Topwear"	Topwear
"26789	Topwear"	Topwear
"43369	Others"	Others
"26592	Shoes"	Shoes
"23842	Shoes"	Shoes
"53040	Others"	Others
"51019	Innerwear"	Innerwear
"51459	Topwear"	Topwear
"57871	Others"	Others
"37133	Topwear"	Topwear
"51360	Bottomwear"	Bottomwear
"38626	Topwear"	Topwear
"53009	Others"	Others
"29472	Watches"	Watches
"59074	Innerwear"	Innerwear
"9449	Topwear"	Topwear
"18223	Others"	Others
"8557	Topwear"	Topwear
"24670	Shoes"	Shoes
"19134	Sandal"	Sandal
"10030	Topwear"	Topwear
"7945	Topwear"	Topwear
"3197	Topwear"	Topwear
"59279	Watches"	Watches
"50997	Innerwear"	Innerwear
"58484	Wallets"	Wallets
"38754	Bags"	Bags
"53403	Topwear"	Topwear
"44918	Bottomwear"	Bottomwear
"20859	Eyewear"	Eyewear
"9605	Topwear"	Topwear
"48092	Topwear"	Topwear
"31704	Jewellery"	Jewellery
"16155	Shoes"	Shoes
"44097	Fragrance"	Fragrance
"25031	Topwear"	Topwear
"25625	Watches"	Watches
"15496	Shoes"	Shoes
"14453	Shoes"	Shoes
"38947	Topwear"	Topwear
"4418	Topwear"	Topwear
"51454	Topwear"	Topwear
"50665	Bottomwear"	Bottomwear
"7768	Topwear"	Topwear
"50718	Topwear"	Topwear
"28002	Innerwear"	Innerwear
"3862	Topwear"	Topwear
"25707	Bags"	Bags
"31861	Watches"	Watches
"20932	Bags"	Bags
"12514	Shoes"	Shoes
"19078	Topwear"	Topwear
"39620	Shoes"	Shoes
"12287	Bottomwear"	Bottomwear
"10430	Topwear"	Topwear
"34406	Topwear"	Topwear
"25566	Shoes"	Shoes
"22614	Topwear"	Topwear
"36331	Shoes"	Shoes
"22652	Bags"	Bags
"9142	Bottomwear"	Bottomwear
"59063	Topwear"	Topwear
"34113	Others"	Others
"46011	Others"	Others
"35329	Jewellery"	Jewellery
"45425	Shoes"	Shoes
"40503	Watches"	Watches
"9996	Topwear"	Topwear
"17806	Topwear"	Topwear
"3706	Topwear"	Topwear
"18383	Innerwear"	Innerwear
"35201	Bags"	Bags
"39780	Topwear"	Topwear
"5974	Topwear"	Topwear
"27484	Innerwear"	Innerwear
"57301	Shoes"	Shoes
"36503	Topwear"	Topwear
"41474	Shoes"	Shoes
"5726	Shoes"	Shoes
"19495	Others"	Others
"7449	Topwear"	Topwear
"58163	Wallets"	Wallets
"13872	Topwear"	Topwear
"3542	Bottomwear"	Bottomwear
"40542	Watches"	Watches
"16029	Topwear"	Topwear
"59554	Jewellery"	Jewellery
"56866	Shoes"	Shoes
"30634	Bottomwear"	Bottomwear
"39178	Topwear"	Topwear
"59129	Topwear"	Topwear
"26305	Topwear"	Topwear
"58939	Watches"	Watches
"58032	Jewellery"	Jewellery
"7595	Shoes"	Shoes
"47593	Shoes"	Shoes
"12661	Topwear"	Topwear
"46878	Others"	Others
"33074	Topwear"	Topwear
"49537	Bags"	Bags
"56150	Makeup"	Makeup
"27917	Bottomwear"	Bottomwear
"9078	Bottomwear"	Bottomwear
"41006	Bottomwear"	Bottomwear
"55874	Others"	Others
"50150	Shoes"	Shoes
"49244	Others"	Others
"30357	Topwear"	Topwear
"5321	Shoes"	Shoes
"36375	Others"	Others
"42238	Topwear"	Topwear
"55516	Others"	Others
"23955	Topwear"	Topwear
"2918	Topwear"	Topwear
"8921	Others"	Others
"7836	Shoes"	Shoes
"44896	Topwear"	Topwear
"28249	Fragrance"	Fragrance
"44692	Topwear"	Topwear
"58735	Topwear"	Topwear
"35936	Shoes"	Shoes
"28230	Fragrance"	Fragrance
"53415	Topwear"	Topwear
"40159	Topwear"	Topwear
"10096	Shoes"	Shoes
"43814	Jewellery"	Jewellery
"37166	Topwear"	Topwear
"11995	Topwear"	Topwear
"54054	Bottomwear"	Bottomwear
"26042	Topwear"	Topwear
"40285	Sandal"	Sandal
"42309	Others"	Others
"38437	Others"	Others
"13908	Shoes"	Shoes
"24819	Shoes"	Shoes
"46745	Bottomwear"	Bottomwear
"58845	Others"	Others
"51438	Topwear"	Topwear
"41595	Topwear"	Topwear
"15492	Shoes"	Shoes
"47027	Topwear"	Topwear
"49029	Jewellery"	Jewellery
"44810	Topwear"	Topwear
"6430	Shoes"	Shoes
"26240	Bottomwear"	Bottomwear
"19213	Others"	Others
"14927	Topwear"	Topwear
"21894	Topwear"	Topwear
"22105	Shoes"	Shoes
